algorithm,graph,timeout,seed,k,epsilon,imbalance,totalPartitionTime,objective,km1,cut,failed
hMetis-K,auto.hgr,no,5,128,0.03,0.0157939450108,1034.926,km1,62997,60101,no
hMetis-K,bcsstk29.hgr,no,1,2,0.03,0.00640796966454,56.614,km1,259,259,no
hMetis-K,bcsstk29.hgr,no,2,2,0.03,0.00752440974011,60.356,km1,237,237,no
hMetis-K,bcsstk29.hgr,no,3,2,0.03,0.00818502516945,64.093,km1,260,260,no
hMetis-K,bcsstk29.hgr,no,4,2,0.03,0,56.327,km1,257,257,no
hMetis-K,bcsstk29.hgr,no,5,2,0.03,0,85.478,km1,247,247,no
hMetis-K,bcsstk29.hgr,no,1,4,0.03,0.00977710835414,87.337,km1,725,705,no
hMetis-K,bcsstk29.hgr,no,2,4,0.03,0.00157226472181,87.037,km1,717,698,no
hMetis-K,bcsstk29.hgr,no,3,4,0.03,0.00372587102144,87.348,km1,685,668,no
hMetis-K,bcsstk29.hgr,no,4,4,0.03,0.00447897261088,62.775,km1,744,737,no
hMetis-K,bcsstk29.hgr,no,5,4,0.03,0.0150091825545,87.127,km1,719,711,no
hMetis-K,bcsstk29.hgr,no,1,8,0.03,0.00367297325864,90.899,km1,1421,1373,no
hMetis-K,bcsstk29.hgr,no,2,8,0.03,0.00330303350597,90.94,km1,1511,1472,no
hMetis-K,bcsstk29.hgr,no,3,8,0.03,0.00203466863968,89.795,km1,1388,1338,no
hMetis-K,bcsstk29.hgr,no,4,8,0.03,0.014374801818,90.892,km1,1453,1400,no
hMetis-K,bcsstk29.hgr,no,5,8,0.03,0.000211394144382,89.767,km1,1463,1403,no
hMetis-K,bcsstk29.hgr,no,1,16,0.03,0.0116795264771,96.241,km1,2390,2276,no
hMetis-K,bcsstk29.hgr,no,2,16,0.03,0.00813867455871,95.872,km1,2485,2332,no
hMetis-K,bcsstk29.hgr,no,3,16,0.03,0.0101469189303,96.521,km1,2488,2336,no
hMetis-K,bcsstk29.hgr,no,4,16,0.03,5.28485360956e-05,96.074,km1,2353,2215,no
hMetis-K,bcsstk29.hgr,no,5,16,0.03,5.28485360956e-05,95.788,km1,2366,2255,no
