"graph","k","seed","epsilon","km1","imbalance","totalPartitionTime","failed","timeout","algorithm","objective","cut"
"ISPD98_ibm18.hgr",128,5,0.03,37255,0.03,254.38,"no","no","Zoltan-AlgD","km1",0
"ISPD98_ibm18.hgr",128,6,0.03,37103,0.03,253.04,"no","no","Zoltan-AlgD","km1",0
"ISPD98_ibm18.hgr",128,7,0.03,36646,0.03,252.33,"no","no","Zoltan-AlgD","km1",0
"ISPD98_ibm18.hgr",128,8,0.03,37867,0.03,256.19,"no","no","Zoltan-AlgD","km1",0
"ISPD98_ibm18.hgr",128,9,0.03,36834,0.03,253.87,"no","no","Zoltan-AlgD","km1",0
"ISPD98_ibm18.hgr",128,10,0.03,37166,0.03,250.31,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,1,0.03,808,0.02,15.95,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,2,0.03,816,0.024,16.96,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,3,0.03,816,0.028,16.32,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,4,0.03,804,0.03,16.5,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,5,0.03,887,0.009,16.98,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,6,0.03,816,0.028,18.31,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,7,0.03,800,0.021,17.64,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,8,0.03,860,0.004,15.66,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,9,0.03,916,0.002,16.45,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",2,10,0.03,856,0.018,15.91,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,1,0.03,1580,0.025,32.81,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,2,0.03,1672,0.029,31.99,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,3,0.03,1580,0.021,32.32,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,4,0.03,1612,0.027,34.07,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,5,0.03,1808,0.024,31.81,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,6,0.03,1676,0.03,31.97,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,7,0.03,1656,0.029,32.7,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,8,0.03,1684,0.03,31.27,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,9,0.03,1895,0.03,31.77,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",4,10,0.03,1676,0.029,31.84,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,1,0.03,3392,0.03,48.49,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,2,0.03,3335,0.03,47.33,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,3,0.03,3244,0.03,48.11,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,4,0.03,3304,0.03,50.47,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,5,0.03,3360,0.022,46.62,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,6,0.03,3172,0.03,47.2,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,7,0.03,3268,0.03,47.92,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,8,0.03,3308,0.029,46.58,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,9,0.03,3347,0.03,47.26,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",8,10,0.03,3328,0.029,47.76,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,1,0.03,5052,0.03,63.08,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,2,0.03,5291,0.03,62.05,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,3,0.03,5020,0.027,63.58,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,4,0.03,5024,0.03,65.51,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,5,0.03,5368,0.03,62.4,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,6,0.03,5072,0.03,62.97,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,7,0.03,5320,0.029,63.41,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,8,0.03,5380,0.03,62.75,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,9,0.03,5574,0.03,62.86,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",16,10,0.03,5011,0.03,63.56,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,1,0.03,8421,0.03,79.08,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,2,0.03,8428,0.03,78.31,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,3,0.03,8283,0.03,76.74,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,4,0.03,8287,0.03,77.75,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,5,0.03,8400,0.03,78.81,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,6,0.03,8405,0.03,77.85,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,7,0.03,8364,0.03,78.03,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,8,0.03,8352,0.03,77.86,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,9,0.03,8248,0.03,76.93,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",32,10,0.03,8278,0.03,78.8,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,1,0.03,12298,0.03,93.35,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,2,0.03,12318,0.03,90.96,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,3,0.03,12263,0.03,92.88,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,4,0.03,12776,0.03,90.24,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,5,0.03,12548,0.03,92.16,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,6,0.03,13103,0.03,92.51,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,7,0.03,12673,0.03,92.49,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,8,0.03,12395,0.03,92.83,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,9,0.03,12431,0.03,94.17,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",64,10,0.03,12543,0.03,92.73,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,1,0.03,19207,0.03,103.31,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,2,0.03,19242,0.03,102.41,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,3,0.03,19358,0.03,102.73,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,4,0.03,19060,0.03,101.93,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,5,0.03,19081,0.03,102.58,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,6,0.03,19226,0.03,101,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,7,0.03,19187,0.03,102.8,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,8,0.03,19012,0.03,102.04,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,9,0.03,19263,0.03,104.27,"no","no","Zoltan-AlgD","km1",0
"kim1.mtx.hgr",128,10,0.03,19263,0.03,103.82,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,1,0.03,10565,0.022,463.65,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,2,0.03,9892,0.028,462.4,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,3,0.03,9855,0.021,467.2,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,4,0.03,11360,0.009,466.9,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,5,0.03,10240,0.011,448.67,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,6,0.03,9814,0.021,451.52,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,7,0.03,9643,0.026,460.51,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,8,0.03,11329,0.018,468.61,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,9,0.03,9792,0.019,455.45,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",2,10,0.03,10718,0.025,462.97,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,1,0.03,20093,0.03,860.87,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,2,0.03,23141,0.015,867.69,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,3,0.03,20090,0.03,874.61,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,4,0.03,20473,0.03,876.59,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,5,0.03,19529,0.017,855.83,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,6,0.03,18478,0.028,870.1,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,7,0.03,20620,0.03,855.5,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,8,0.03,20277,0.021,872.91,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,9,0.03,23058,0.03,894.85,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",4,10,0.03,21933,0.024,878.67,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,1,0.03,39933,0.027,1250.02,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,2,0.03,38573,0.029,1241.34,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,3,0.03,41612,0.03,1260.88,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,4,0.03,42160,0.03,1254.66,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,5,0.03,39037,0.027,1251.93,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,6,0.03,38818,0.03,1273.68,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,7,0.03,40748,0.03,1242.62,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,8,0.03,40115,0.03,1249.57,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,9,0.03,40993,0.027,1259.76,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",8,10,0.03,42713,0.029,1248.27,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,1,0.03,68670,0.03,1622.98,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,2,0.03,68570,0.03,1623.53,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,3,0.03,68310,0.03,1608.02,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,4,0.03,75662,0.03,1632.96,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,5,0.03,66150,0.03,1600.75,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,6,0.03,68683,0.03,1641.49,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,7,0.03,76887,0.03,1616.95,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,8,0.03,69434,0.03,1623.81,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,9,0.03,70056,0.03,1617.4,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",16,10,0.03,72032,0.03,1634.08,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,1,0.03,112024,0.03,1989.77,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,2,0.03,121632,0.03,2011.3,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,3,0.03,113306,0.03,1974.72,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,4,0.03,110693,0.03,1984.62,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,5,0.03,110910,0.03,1958.78,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,6,0.03,120147,0.03,1964.79,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,7,0.03,118437,0.03,1980.14,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,8,0.03,114985,0.03,1956.4,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,9,0.03,119811,0.03,1970.95,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",32,10,0.03,112611,0.03,1961.45,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,1,0.03,186652,0.03,2319.19,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,2,0.03,179100,0.03,2333.35,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,3,0.03,189522,0.03,2343.09,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,4,0.03,192439,0.03,2340.45,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,5,0.03,190305,0.03,2308.84,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,6,0.03,191365,0.03,2310.78,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,7,0.03,193032,0.03,2316.18,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,8,0.03,184771,0.03,2298.87,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,9,0.03,191752,0.03,2413.81,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",64,10,0.03,193439,0.03,2344.63,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,1,0.03,306316,0.03,2681.4,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,2,0.03,311697,0.03,2721.27,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,3,0.03,298887,0.03,2669.36,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,4,0.03,303945,0.03,2686.32,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,5,0.03,300591,0.03,2678.35,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,6,0.03,299829,0.03,2663.83,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,7,0.03,307364,0.03,2678.44,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,8,0.03,306281,0.03,2672.02,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,9,0.03,303090,0.03,2705.72,"no","no","Zoltan-AlgD","km1",0
"kkt_power.mtx.hgr",128,10,0.03,298451,0.03,2642.18,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,1,0.03,9313,0.03,296.16,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,2,0.03,9310,0.03,296.73,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,3,0.03,9301,0.03,295.09,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,4,0.03,9318,0.03,295.67,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,5,0.03,9312,0.03,295.88,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,6,0.03,9311,0.03,295.72,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,7,0.03,9315,0.03,294.73,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,8,0.03,9311,0.03,296.22,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,9,0.03,9311,0.03,294.46,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",2,10,0.03,9312,0.03,294.72,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,1,0.03,35077,0.03,582.23,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,2,0.03,35088,0.03,585.32,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,3,0.03,35137,0.03,584.15,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,4,0.03,34932,0.03,591.43,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,5,0.03,35138,0.03,581.95,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,6,0.03,34716,0.03,576.7,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,7,0.03,34947,0.03,596.39,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,8,0.03,35013,0.03,581.9,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,9,0.03,35137,0.03,580.47,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",4,10,0.03,35143,0.03,583.38,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,1,0.03,81588,0.03,843.01,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,2,0.03,81859,0.03,827.96,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,3,0.03,81876,0.03,830.9,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,4,0.03,81992,0.03,829.79,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,5,0.03,81647,0.03,833.86,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,6,0.03,81430,0.03,835.14,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,7,0.03,81530,0.03,831.5,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,8,0.03,81698,0.03,830.43,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,9,0.03,82059,0.03,835.24,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",8,10,0.03,82045,0.03,839.58,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,1,0.03,154706,0.03,1017.51,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,2,0.03,154930,0.03,1023.11,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,3,0.03,154748,0.03,1021,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,4,0.03,155338,0.03,1027.64,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,5,0.03,155424,0.03,1006.59,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,6,0.03,155230,0.03,1010.58,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,7,0.03,155492,0.03,1012.85,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,8,0.03,154691,0.03,1025.72,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,9,0.03,155633,0.03,1010.8,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",16,10,0.03,155169,0.03,1019.3,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,1,0.03,269623,0.03,1017.67,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,2,0.03,264202,0.03,1153.67,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,3,0.03,265328,0.03,1157.47,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,4,0.03,262516,0.03,1191.22,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,5,0.03,263461,0.03,1169.12,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,6,0.03,265192,0.03,1171.1,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,7,0.03,263621,0.03,1197.15,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,8,0.03,264043,0.03,1167.59,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,9,0.03,265621,0.03,1158.73,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",32,10,0.03,264356,0.03,1165.74,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,1,0.03,422227,0.03,1294.95,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,2,0.03,422042,0.03,1285.66,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,3,0.03,422032,0.03,1303.39,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,4,0.03,423425,0.03,1316.47,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,5,0.03,422750,0.03,1301.39,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,6,0.03,421580,0.03,1298.93,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,7,0.03,423506,0.03,1297.97,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,8,0.03,421432,0.03,1307.23,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,9,0.03,421365,0.03,1301.47,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",64,10,0.03,421706,0.03,1292.89,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,1,0.03,635536,0.031,1380.24,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,2,0.03,635802,0.031,1385.81,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,3,0.03,635456,0.031,1383.84,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,4,0.03,635053,0.031,1397.43,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,5,0.03,637991,0.031,1361.83,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,6,0.03,633191,0.031,1362.79,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,7,0.03,637166,0.031,1376.79,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,8,0.03,632451,0.031,1366.03,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,9,0.03,639182,0.031,1382.85,"no","no","Zoltan-AlgD","km1",0
"kron_g500-logn16.mtx.hgr",128,10,0.03,632242,0.031,1378.06,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,1,0.03,2150,0.03,58.17,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,2,0.03,2072,0.018,59.44,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,3,0.03,1994,0.013,58.74,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,4,0.03,2236,0.024,59.01,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,5,0.03,2321,0.016,58.23,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,6,0.03,2221,0.01,59.03,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,7,0.03,1994,0.027,58.95,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,8,0.03,2135,0.007,58.74,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,9,0.03,2150,0.014,59.21,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",2,10,0.03,2510,0.03,58.62,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,1,0.03,6061,0.024,106.48,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,2,0.03,5730,0.03,109.26,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,3,0.03,6710,0.03,105.96,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,4,0.03,5802,0.028,107.66,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,5,0.03,5994,0.021,104.93,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,6,0.03,6172,0.03,108.35,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,7,0.03,6186,0.023,107.25,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,8,0.03,5742,0.03,107.81,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,9,0.03,6220,0.029,107.76,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",4,10,0.03,6679,0.03,107.5,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,1,0.03,11136,0.03,152.66,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,2,0.03,10141,0.03,154.84,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,3,0.03,11174,0.03,152.87,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,4,0.03,10622,0.03,150.6,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,5,0.03,10452,0.03,151.21,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,6,0.03,10388,0.03,154.3,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,7,0.03,10459,0.029,155.61,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,8,0.03,10192,0.03,151.48,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,9,0.03,10729,0.029,153.73,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",8,10,0.03,11207,0.028,154.01,"no","no","Zoltan-AlgD","km1",0
"laminar_duct3D.mtx.hgr",16,1,0.03,18129,0.03,199.05,"no","no","Zoltan-AlgD","km1",0
