algorithm,graph,timeout,seed,k,epsilon,num_threads,imbalance,totalPartitionTime,objective,km1,cut,failed
KaHyPar-R,as-skitter.graph.hgr,no,1,128,0.03,1,0.0299815,1341.83,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,2,128,0.03,1,0.0299815,1345.7,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,3,128,0.03,1,0.0299815,1341.83,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,4,128,0.03,1,0.0299815,1345.87,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,5,128,0.03,1,0.0299815,1343.08,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,6,128,0.03,1,0.0299815,1338.38,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,7,128,0.03,1,0.0299815,1340.35,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,8,128,0.03,1,0.0299815,1345.13,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,9,128,0.03,1,0.0299815,1340.54,km1,1990091,1990091,no
KaHyPar-R,as-skitter.graph.hgr,no,10,16,0.03,1,0.029985,1536.22,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,1,16,0.03,1,0.029985,1543.39,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,2,16,0.03,1,0.029985,1542.41,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,3,16,0.03,1,0.029985,1540.94,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,4,16,0.03,1,0.029985,1536.9,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,5,16,0.03,1,0.029985,1536.12,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,6,16,0.03,1,0.029985,1537.17,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,7,16,0.03,1,0.029985,1536.56,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,8,16,0.03,1,0.029985,1540.03,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,9,16,0.03,1,0.029985,1544.53,km1,891914,891914,no
KaHyPar-R,as-skitter.graph.hgr,no,10,2,0.03,1,0.0299894,1846.29,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,1,2,0.03,1,0.0299894,2659.0,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,2,2,0.03,1,0.0299894,1840.69,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,3,2,0.03,1,0.0299894,2668.77,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,4,2,0.03,1,0.0299894,1849.53,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,5,2,0.03,1,0.0299894,2663.08,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,6,2,0.03,1,0.0299894,1848.82,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,7,2,0.03,1,0.0299894,2681.46,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,8,2,0.03,1,0.0299894,1848.38,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,9,2,0.03,1,0.0299894,2660.51,km1,223103,223103,no
KaHyPar-R,as-skitter.graph.hgr,no,10,32,0.03,1,0.029985,1310.45,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,1,32,0.03,1,0.029985,943.921,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,2,32,0.03,1,0.029985,942.237,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,3,32,0.03,1,0.029985,941.834,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,4,32,0.03,1,0.029985,943.433,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,5,32,0.03,1,0.029985,941.588,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,6,32,0.03,1,0.029985,943.791,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,7,32,0.03,1,0.029985,1309.93,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,8,32,0.03,1,0.029985,1309.21,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,9,32,0.03,1,0.029985,1311.22,km1,1194027,1194027,no
KaHyPar-R,as-skitter.graph.hgr,no,10,4,0.03,1,0.0299929,1990.14,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,1,4,0.03,1,0.0299929,2006.75,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,2,4,0.03,1,0.0299929,2006.02,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,3,4,0.03,1,0.0299929,2021.35,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,4,4,0.03,1,0.0299929,2008.39,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,5,4,0.03,1,0.0299929,2006.73,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,6,4,0.03,1,0.0299929,1999.96,km1,418530,418530,no
KaHyPar-R,as-skitter.graph.hgr,no,7,4,0.03,1,0.0299929,1987.46,km1,418530,418530,no
